ATCCode,Name,ATC_length,upperBound
J04AB01,cycloserine,7,2988
J04AB02,rifampicin,7,2989
J04AB03,rifamycin,7,2990
J04AB04,rifabutin,7,2991
J04AB05,rifapentine,7,2992
J04AB30,capreomycin,7,2993
J04AC,hydrazides,5,2996
J04AC01,isoniazid,7,2995
J04AC51,isoniazid combinations,7,2996
J04AD,thiocarbamide derivatives,5,3000
J04AD01,protionamide,7,2998
J04AD02,tiocarlide,7,2999
J04AD03,ethionamide,7,3000
J04AK,other drugs for treatment of tuberculosis,5,3007
J04AK01,pyrazinamide,7,3002
J04AK02,ethambutol,7,3003
J04AK03,terizidone,7,3004
J04AK04,morinamide,7,3005
J04AK05,bedaquiline,7,3006
J04AK06,delamanid,7,3007
J04AM,combinations of drugs for treatment of tuberculosis,5,3014
J04AM01,streptomycin and isoniazid,7,3009
J04AM02,rifampicin and isoniazid,7,3010
J04AM03,ethambutol and isoniazid,7,3011
J04AM04,thioacetazone and isoniazid,7,3012
J04AM05,rifampicin pyrazinamide and isoniazid,7,3013
J04AM06,rifampicin pyrazinamide ethambutol and isoniazid,7,3014
J04B,drugs for treatment of lepra,4,3019
J04BA,drugs for treatment of lepra,5,3019
J04BA01,clofazimine,7,3017
J04BA02,dapsone,7,3018
J04BA03,aldesulfone sodium,7,3019
J05,antivirals for systemic use,3,3098
J05A,direct acting antivirals,4,3098
J05AA,thiosemicarbazones,5,3023
J05AA01,metisazone,7,3023
J05AB,nucleosides and nucleotides excl reverse transcriptase inhibitors,5,3035
J05AB01,aciclovir,7,3025
J05AB02,idoxuridine,7,3026
J05AB03,vidarabine,7,3027
J05AB04,ribavirin,7,3028
J05AB06,ganciclovir,7,3029
J05AB09,famciclovir,7,3030
J05AB11,valaciclovir,7,3031
J05AB12,cidofovir,7,3032
J05AB13,penciclovir,7,3033
J05AB14,valganciclovir,7,3034
J05AB15,brivudine,7,3035
J05AC,cyclic amines,5,3038
J05AC02,rimantadine,7,3037
J05AC03,tromantadine,7,3038
J05AD,phosphonic acid derivatives,5,3041
J05AD01,foscarnet,7,3040
J05AD02,fosfonet,7,3041
J05AE,protease inhibitors,5,3053
J05AE01,saquinavir,7,3043
J05AE02,indinavir,7,3044
J05AE03,ritonavir,7,3045
J05AE04,nelfinavir,7,3046
J05AE05,amprenavir,7,3047
J05AE07,fosamprenavir,7,3048
J05AE08,atazanavir,7,3049
J05AE09,tipranavir,7,3050
J05AE10,darunavir,7,3051
J05AE11,telaprevir,7,3052
J05AE12,boceprevir,7,3053
J05AF,nucleoside and nucleotide reverse transcriptase inhibitors,5,3066
J05AF01,zidovudine,7,3055
J05AF02,didanosine,7,3056
J05AF03,zalcitabine,7,3057
J05AF04,stavudine,7,3058
J05AF05,lamivudine,7,3059
J05AF06,abacavir,7,3060
J05AF07,tenofovir disoproxil,7,3061
J05AF08,adefovir dipivoxil,7,3062
J05AF09,emtricitabine,7,3063
J05AF10,entecavir,7,3064
J05AF11,telbivudine,7,3065
J05AF12,clevudine,7,3066
J05AG,nonnucleoside reverse transcriptase inhibitors,5,3072
J05AG01,nevirapine,7,3068
J05AG02,delavirdine,7,3069
J05AG03,efavirenz,7,3070
J05AG04,etravirine,7,3071
J05AG05,rilpivirine,7,3072
J05AH,neuraminidase inhibitors,5,3075
J05AH01,zanamivir,7,3074
J05AH02,oseltamivir,7,3075
J05AR,antivirals for treatment of hiv infections combinations,5,3087
J05AR01,zidovudine and lamivudine,7,3077
J05AR02,lamivudine and abacavir,7,3078
J05AR03,tenofovir disoproxil and emtricitabine,7,3079
J05AR04,zidovudine lamivudine and abacavir,7,3080
J05AR05,zidovudine lamivudine and nevirapine,7,3081
J05AR06,emtricitabine tenofovir disoproxil and efavirenz,7,3082
J05AR07,stavudine lamivudine and nevirapine,7,3083
J05AR08,emtricitabine tenofovir disoproxil and rilpivirine,7,3084
J05AR09,emtricitabine tenofovir disoproxil elvitegravir and cobicistat,7,3085
J05AR10,lopinavir and ritonavir,7,3086
J05AR11,lamivudine tenofovir disoproxil and efavirenz,7,3087
J05AX,other antivirals,5,3098
J05AX01,moroxydine,7,3089
J05AX02,lysozyme,7,3090
J05AX05,inosine pranobex,7,3091
J05AX06,pleconaril,7,3092
J05AX07,enfuvirtide,7,3093
J05AX08,raltegravir,7,3094
J05AX09,maraviroc,7,3095
J05AX10,maribavir,7,3096
J05AX11,elvitegravir,7,3097
J05AX12,dolutegravir,7,3098
J06,immune sera and immunoglobulins,3,3132
J06A,immune sera,4,3107
J06AA,immune sera,5,3107
J06AA01,diphtheria antitoxin,7,3102
J06AA02,tetanus antitoxin,7,3103
J06AA03,snake venom antiserum,7,3104
J06AA04,botulinum antitoxin,7,3105
J06AA05,gasgangrene sera,7,3106
J06AA06,rabies serum,7,3107
J06B,immunoglobulins,4,3132
J06BA,immunoglobulins normal human,5,3111
J06BA01,immunoglobulins normal human for extravascular adm,7,3110
J06BA02,immunoglobulins normal human for intravascular adm,7,3111
J06BB,specific immunoglobulins,5,3130
J06BB01,antid rh immunoglobulin,7,3113
J06BB02,tetanus immunoglobulin,7,3114
J06BB03,varicellazoster immunoglobulin,7,3115
J06BB04,hepatitis b immunoglobulin,7,3116
J06BB05,rabies immunoglobulin,7,3117
J06BB06,rubella immunoglobulin,7,3118
J06BB07,vaccinia immunoglobulin,7,3119
J06BB08,staphylococcus immunoglobulin,7,3120
J06BB09,cytomegalovirus immunoglobulin,7,3121
J06BB10,diphtheria immunoglobulin,7,3122
J06BB11,hepatitis a immunoglobulin,7,3123
J06BB12,encephalitis tick borne immunoglobulin,7,3124
J06BB13,pertussis immunoglobulin,7,3125
J06BB14,measles immunoglobulin,7,3126
J06BB15,mumps immunoglobulin,7,3127
J06BB16,palivizumab,7,3128
J06BB17,motavizumab,7,3129
J06BB30,combinations,7,3130
J06BC,other immunoglobulins,5,3132
J06BC01,nebacumab,7,3132
J07,vaccines,3,3244
J07A,bacterial vaccines,4,3185
J07AC,anthrax vaccines,5,3136
J07AC01,anthrax antigen,7,3136
J07AD,brucellosis vaccines,5,3138
J07AD01,brucella antigen,7,3138
J07AE,cholera vaccines,5,3142
J07AE01,cholera inactivated whole cell,7,3140
J07AE02,cholera live attenuated,7,3141
J07AE51,cholera combinations with typhoid vaccine inactivated whole cell,7,3142
J07AF,diphtheria vaccines,5,3144
J07AF01,diphtheria toxoid,7,3144
J07AG,hemophilus influenzae b vaccines,5,3149
J07AG01,hemophilus influenzae b purified antigen conjugated,7,3146
J07AG51,hemophilus influenzae b combinations with toxoids,7,3147
J07AG52,hemophilus influenzae b combinations with pertussis and toxoids,7,3148
J07AG53,hemophilus influenzae b combinations with meningococcus c conjugated,7,3149
J07AH,meningococcal vaccines,5,3160
J07AH01,meningococcus a purified polysaccharides antigen,7,3151
J07AH02,other meningococcal monovalent purified polysaccharides antigen,7,3152
J07AH03,meningococcus ac bivalent purified polysaccharides antigen,7,3153
J07AH04,meningococcus acyw135 tetravalent purified polysaccharides antigen,7,3154
J07AH05,other meningococcal polyvalent purified polysaccharides antigen,7,3155
J07AH06,meningococcus b outer membrane vesicle vaccine,7,3156
J07AH07,meningococcus c purified polysaccharides antigen conjugated,7,3157
J07AH08,meningococcus acyw135 tetravalent purified polysaccharides antigen conjugated,7,3158
J07AH09,meningococcus b multicomponent vaccine,7,3159
J07AH10,meningococcus a purified polysaccharides antigen conjugated,7,3160
J07AJ,pertussis vaccines,5,3165
J07AJ01,pertussis inactivated whole cell,7,3162
J07AJ02,pertussis purified antigen,7,3163
J07AJ51,pertussis inactivated whole cell combinations with toxoids,7,3164
J07AJ52,pertussis purified antigen combinations with toxoids,7,3165
J07AK,plague vaccines,5,3167
J07AK01,plague inactivated whole cell,7,3167
J07AL,pneumococcal vaccines,5,3171
J07AL01,pneumococcus purified polysaccharides antigen,7,3169
J07AL02,pneumococcus purified polysaccharides antigen conjugated,7,3170
J07AL52,pneumococcus purified polysaccharides antigen and haemophilus influenzae conjugated,7,3171
J07AM,tetanus vaccines,5,3175
J07AM01,tetanus toxoid,7,3173
J07AM51,tetanus toxoid combinations with diphtheria toxoid,7,3174
J07AM52,tetanus toxoid combinations with tetanus immunoglobulin,7,3175
J07AN,tuberculosis vaccines,5,3177
J07AN01,tuberculosis live attenuated,7,3177
J07AP,typhoid vaccines,5,3182
J07AP01,typhoid oral live attenuated,7,3179
J07AP02,typhoid inactivated whole cell,7,3180
J07AP03,typhoid purified polysaccharide antigen,7,3181
J07AP10,typhoid combinations with paratyphi types,7,3182
J07AR,typhus exanthematicus vaccines,5,3184
J07AR01,typhus exanthematicus inactivated whole cell,7,3184
J07AX,other bacterial vaccines,5,3185
J07B,viral vaccines,4,3228
J07BA,encephalitis vaccines,5,3190
J07BA01,encephalitis tick borne inactivated whole virus,7,3188
J07BA02,encephalitis japanese inactivated whole virus,7,3189
J07BA03,encephalitis japanese live attenuated,7,3190
J07BB,influenza vaccines,5,3194
J07BB01,influenza inactivated whole virus,7,3192
J07BB02,influenza inactivated split virus or surface antigen,7,3193
J07BB03,influenza live attenuated,7,3194
J07BC,hepatitis vaccines,5,3198
J07BC01,hepatitis b purified antigen,7,3196
J07BC02,hepatitis a inactivated whole virus,7,3197
J07BC20,combinations,7,3198
J07BD,measles vaccines,5,3204
J07BD01,measles live attenuated,7,3200
J07BD51,measles combinations with mumps live attenuated,7,3201
J07BD52,measles combinations with mumps and rubella live attenuated,7,3202
J07BD53,measles combinations with rubella live attenuated,7,3203
J07BD54,measles combinations with mumps rubella and varicella live attenuated,7,3204
J07BE,mumps vaccines,5,3206
J07BE01,mumps live attenuated,7,3206
J07BF,poliomyelitis vaccines,5,3211
J07BF01,poliomyelitis oral monovalent live attenuated,7,3208
J07BF02,poliomyelitis oral trivalent live attenuated,7,3209
J07BF03,poliomyelitis trivalent inactivated whole virus,7,3210
J07BF04,poliomyelitis oral bivalent live attenuated,7,3211
J07BG,rabies vaccines,5,3213
J07BG01,rabies inactivated whole virus,7,3213
J07BH,rota virus diarrhea vaccines,5,3216
J07BH01,rota virus live attenuated,7,3215
J07BH02,rota virus pentavalent live reassorted,7,3216
J07BJ,rubella vaccines,5,3219
J07BJ01,rubella live attenuated,7,3218
J07BJ51,rubella combinations with mumps live attenuated,7,3219
J07BK,varicella zoster vaccines,5,3222
J07BK01,varicella live attenuated,7,3221
J07BK02,zoster live attenuated,7,3222
J07BL,yellow fever vaccines,5,3224
J07BL01,yellow fever live attenuated,7,3224
J07BM,papillomavirus vaccines,5,3227
J07BM01,papillomavirus human types 6 11 16 18,7,3226
J07BM02,papillomavirus human types 16 18,7,3227
J07BX,other viral vaccines,5,3228
J07C,bacterial and viral vaccines combined,4,3243
J07CA,bacterial and viral vaccines combined,5,3243
J07CA01,diphtheriapoliomyelitistetanus,7,3231
J07CA02,diphtheriapertussispoliomyelitistetanus,7,3232
J07CA03,diphtheriarubellatetanus,7,3233
J07CA04,hemophilus influenzae b and poliomyelitis,7,3234
J07CA05,diphtheriahepatitis bpertussistetanus,7,3235
J07CA06,diphtheriahemophilus influenzae bpertussispoliomyelitistetanus,7,3236
J07CA07,diphtheriahepatitis btetanus,7,3237
J07CA08,hemophilus influenzae b and hepatitis b,7,3238
J07CA09,diphtheriahemophilus influenzae bpertussispoliomyelitistetanushepatitis b,7,3239
J07CA10,typhoidhepatitis a,7,3240
J07CA11,diphtheriahemophilus influenzae bpertussistetanushepatitis b,7,3241
J07CA12,diphtheriapertussispoliomyelitistetanushepatitis b,7,3242
J07CA13,diphtheriahemophilus influenzae bpertussistetanushepatitis bmeningococcus a  c,7,3243
J07X,other vaccines,4,3244
L,antineoplastic and immunomodulating agents,1,3570
L01,antineoplastic agents,3,3434
L01A,alkylating agents,4,3279
L01AA,nitrogen mustard analogues,5,3256
L01AA01,cyclophosphamide,7,3249
L01AA02,chlorambucil,7,3250
L01AA03,melphalan,7,3251
L01AA05,chlormethine,7,3252
L01AA06,ifosfamide,7,3253
L01AA07,trofosfamide,7,3254
L01AA08,prednimustine,7,3255
L01AA09,bendamustine,7,3256
L01AB,alkyl sulfonates,5,3260
L01AB01,busulfan,7,3258
L01AB02,treosulfan,7,3259
L01AB03,mannosulfan,7,3260
L01AC,ethylene imines,5,3264
L01AC01,thiotepa,7,3262
L01AC02,triaziquone,7,3263
L01AC03,carboquone,7,3264
L01AD,nitrosoureas,5,3272
L01AD01,carmustine,7,3266
L01AD02,lomustine,7,3267
L01AD03,semustine,7,3268
L01AD04,streptozocin,7,3269
L01AD05,fotemustine,7,3270
L01AD06,nimustine,7,3271
L01AD07,ranimustine,7,3272
L01AG,epoxides,5,3274
L01AG01,etoglucid,7,3274
L01AX,other alkylating agents,5,3279
L01AX01,mitobronitol,7,3276
L01AX02,pipobroman,7,3277
L01AX03,temozolomide,7,3278
L01AX04,dacarbazine,7,3279
L01B,antimetabolites,4,3303
L01BA,folic acid analogues,5,3285
L01BA01,methotrexate,7,3282
L01BA03,raltitrexed,7,3283
L01BA04,pemetrexed,7,3284
L01BA05,pralatrexate,7,3285
L01BB,purine analogues,5,3292
L01BB02,mercaptopurine,7,3287
L01BB03,tioguanine,7,3288
L01BB04,cladribine,7,3289
L01BB05,fludarabine,7,3290
L01BB06,clofarabine,7,3291
L01BB07,nelarabine,7,3292
L01BC,pyrimidine analogues,5,3303
L01BC01,cytarabine,7,3294
L01BC02,fluorouracil,7,3295
L01BC03,tegafur,7,3296
L01BC04,carmofur,7,3297
L01BC05,gemcitabine,7,3298
L01BC06,capecitabine,7,3299
L01BC07,azacitidine,7,3300
L01BC08,decitabine,7,3301
L01BC52,fluorouracil combinations,7,3302
L01BC53,tegafur combinations,7,3303
L01C,plant alkaloids and other natural products,4,3323
L01CA,vinca alkaloids and analogues,5,3311
L01CA01,vinblastine,7,3306
L01CA02,vincristine,7,3307
L01CA03,vindesine,7,3308
L01CA04,vinorelbine,7,3309
L01CA05,vinflunine,7,3310
L01CA06,vintafolide,7,3311
L01CB,podophyllotoxin derivatives,5,3314
L01CB01,etoposide,7,3313
L01CB02,teniposide,7,3314
L01CC,colchicine derivatives,5,3316
L01CC01,demecolcine,7,3316
L01CD,taxanes,5,3321
L01CD01,paclitaxel,7,3318
L01CD02,docetaxel,7,3319
L01CD03,paclitaxel poliglumex,7,3320
L01CD04,cabazitaxel,7,3321
L01CX,other plant alkaloids and natural products,5,3323
L01CX01,trabectedin,7,3323
L01D,cytotoxic antibiotics and related substances,4,3343
L01DA,actinomycines,5,3326
L01DA01,dactinomycin,7,3326
L01DB,anthracyclines and related substances,5,3338
L01DB01,doxorubicin,7,3328
L01DB02,daunorubicin,7,3329
L01DB03,epirubicin,7,3330
L01DB04,aclarubicin,7,3331
L01DB05,zorubicin,7,3332
L01DB06,idarubicin,7,3333
L01DB07,mitoxantrone,7,3334
L01DB08,pirarubicin,7,3335
L01DB09,valrubicin,7,3336
L01DB10,amrubicin,7,3337
L01DB11,pixantrone,7,3338
L01DC,other cytotoxic antibiotics,5,3343
L01DC01,bleomycin,7,3340
L01DC02,plicamycin,7,3341
L01DC03,mitomycin,7,3342
L01DC04,ixabepilone,7,3343
L01X,other antineoplastic agents,4,3434
L01XA,platinum compounds,5,3350
L01XA01,cisplatin,7,3346
L01XA02,carboplatin,7,3347
L01XA03,oxaliplatin,7,3348
L01XA04,satraplatin,7,3349
L01XA05,polyplatillen,7,3350
L01XB,methylhydrazines,5,3352
L01XB01,procarbazine,7,3352
L01XC,monoclonal antibodies,5,3368
L01XC01,edrecolomab,7,3354
L01XC02,rituximab,7,3355
L01XC03,trastuzumab,7,3356
L01XC04,alemtuzumab,7,3357
L01XC05,gemtuzumab,7,3358
L01XC06,cetuximab,7,3359
L01XC07,bevacizumab,7,3360
L01XC08,panitumumab,7,3361
L01XC09,catumaxomab,7,3362
L01XC10,ofatumumab,7,3363
L01XC11,ipilimumab,7,3364
L01XC12,brentuximab vedotin,7,3365
L01XC13,pertuzumab,7,3366
L01XC14,trastuzumab emtansine,7,3367
L01XC15,obinutuzumab,7,3368
L01XD,sensitizers used in photodynamicradiation therapy,5,3374
L01XD01,porfimer sodium,7,3370
L01XD03,methyl aminolevulinate,7,3371
L01XD04,aminolevulinic acid,7,3372
L01XD05,temoporfin,7,3373
L01XD06,efaproxiral,7,3374
L01XE,protein kinase inhibitors,5,3399
L01XE01,imatinib,7,3376
L01XE02,gefitinib,7,3377
L01XE03,erlotinib,7,3378
L01XE04,sunitinib,7,3379
L01XE05,sorafenib,7,3380
L01XE06,dasatinib,7,3381
L01XE07,lapatinib,7,3382
L01XE08,nilotinib,7,3383
L01XE09,temsirolimus,7,3384
L01XE10,everolimus,7,3385
L01XE11,pazopanib,7,3386
L01XE12,vandetanib,7,3387
L01XE13,afatinib,7,3388
L01XE14,bosutinib,7,3389
L01XE15,vemurafenib,7,3390
L01XE16,crizotinib,7,3391
L01XE17,axitinib,7,3392
L01XE18,ruxolitinib,7,3393
L01XE19,ridaforolimus,7,3394
L01XE21,regorafenib,7,3395
L01XE22,masitinib,7,3396
L01XE23,dabrafenib,7,3397
L01XE24,ponatinib,7,3398
L01XE25,trametinib,7,3399
L01XX,other antineoplastic agents,5,3433
L01XX01,amsacrine,7,3401
L01XX02,asparaginase,7,3402
L01XX03,altretamine,7,3403
L01XX05,hydroxycarbamide,7,3404
L01XX07,lonidamine,7,3405
L01XX08,pentostatin,7,3406
L01XX09,miltefosine,7,3407
L01XX10,masoprocol,7,3408
L01XX11,estramustine,7,3409
L01XX14,tretinoin,7,3410
L01XX16,mitoguazone,7,3411
L01XX17,topotecan,7,3412
L01XX18,tiazofurine,7,3413
L01XX19,irinotecan,7,3414
L01XX22,alitretinoin,7,3415
L01XX23,mitotane,7,3416
L01XX24,pegaspargase,7,3417
L01XX25,bexarotene,7,3418
L01XX27,arsenic trioxide,7,3419
L01XX29,denileukin diftitox,7,3420
L01XX32,bortezomib,7,3421
L01XX33,celecoxib,7,3422
L01XX35,anagrelide,7,3423
L01XX36,oblimersen,7,3424
L01XX37,sitimagene ceradenovec,7,3425
L01XX38,vorinostat,7,3426
L01XX39,romidepsin,7,3427
L01XX40,omacetaxine mepesuccinate,7,3428
L01XX41,eribulin,7,3429
L01XX42,panobinostat,7,3430
L01XX43,vismodegib,7,3431
L01XX44,aflibercept,7,3432
L01XX45,carfilzomib,7,3433
L01XY,combinations of antineoplastic agents,5,3434
L02,endocrine therapy,3,3472
L02A,hormones and related agents,4,3452
L02AA,estrogens,5,3441
L02AA01,diethylstilbestrol,7,3438
L02AA02,polyestradiol phosphate,7,3439
L02AA03,ethinylestradiol,7,3440
L02AA04,fosfestrol,7,3441
L02AB,progestogens,5,3445
L02AB01,megestrol,7,3443
L02AB02,medroxyprogesterone,7,3444
L02AB03,gestonorone,7,3445
L02AE,gonadotropin releasing hormone analogues,5,3451
L02AE01,buserelin,7,3447
L02AE02,leuprorelin,7,3448
L02AE03,goserelin,7,3449
L02AE04,triptorelin,7,3450
L02AE05,histrelin,7,3451
L02AX,other hormones,5,3452
L02B,hormone antagonists and related agents,4,3472
L02BA,antiestrogens,5,3457
L02BA01,tamoxifen,7,3455
L02BA02,toremifene,7,3456
L02BA03,fulvestrant,7,3457
L02BB,antiandrogens,5,3461
L02BB01,flutamide,7,3459
L02BB02,nilutamide,7,3460
L02BB03,bicalutamide,7,3461
L02BG,aromatase inhibitors,5,3468
L02BG01,aminoglutethimide,7,3463
L02BG02,formestane,7,3464
L02BG03,anastrozole,7,3465
L02BG04,letrozole,7,3466
L02BG05,vorozole,7,3467
L02BG06,exemestane,7,3468
L02BX,other hormone antagonists and related agents,5,3472
L02BX01,abarelix,7,3470
L02BX02,degarelix,7,3471
L02BX03,abiraterone,7,3472
L03,immunostimulants,3,3518
L03A,immunostimulants,4,3518
L03AA,colony stimulating factors,5,3482
L03AA02,filgrastim,7,3476
L03AA03,molgramostim,7,3477
L03AA09,sargramostim,7,3478
L03AA10,lenograstim,7,3479
L03AA12,ancestim,7,3480
L03AA13,pegfilgrastim,7,3481
L03AA14,lipegfilgrastim,7,3482
L03AB,interferons,5,3497
L03AB01,interferon alfa natural,7,3484
L03AB02,interferon beta natural,7,3485
L03AB03,interferon gamma,7,3486
L03AB04,interferon alfa2a,7,3487
L03AB05,interferon alfa2b,7,3488
L03AB06,interferon alfan1,7,3489
L03AB07,interferon beta1a,7,3490
L03AB08,interferon beta1b,7,3491
L03AB09,interferon alfacon1,7,3492
L03AB10,peginterferon alfa2b,7,3493
L03AB11,peginterferon alfa2a,7,3494
L03AB12,albinterferon alfa2b,7,3495
L03AB60,peginterferon alfa2b combinations,7,3496
L03AB61,peginterferon alfa2a combinations,7,3497
L03AC,interleukins,5,3500
L03AC01,aldesleukin,7,3499
L03AC02,oprelvekin,7,3500
L03AX,other immunostimulants,5,3518
L03AX01,lentinan,7,3502
L03AX02,roquinimex,7,3503
L03AX03,bcg vaccine,7,3504
L03AX04,pegademase,7,3505
L03AX05,pidotimod,7,3506
L03AX07,poly ic,7,3507
L03AX08,poly iclc,7,3508
L03AX09,thymopentin,7,3509
L03AX10,immunocyanin,7,3510
L03AX11,tasonermin,7,3511
L03AX12,melanoma vaccine,7,3512
L03AX13,glatiramer acetate,7,3513
L03AX14,histamine dihydrochloride,7,3514
L03AX15,mifamurtide,7,3515
L03AX16,plerixafor,7,3516
L03AX17,sipuleucelt,7,3517
L03AX18,cridanimod,7,3518
L04,immunosuppressants,3,3570
L04A,immunosuppressants,4,3570
L04AA,selective immunosuppressants,5,3541
L04AA02,muromonabcd3,7,3522
L04AA03,antilymphocyte immunoglobulin horse,7,3523
L04AA04,antithymocyte immunoglobulin rabbit,7,3524
L04AA06,mycophenolic acid,7,3525
L04AA10,sirolimus,7,3526
L04AA13,leflunomide,7,3527
L04AA15,alefacept,7,3528
L04AA18,everolimus,7,3529
L04AA19,gusperimus,7,3530
L04AA21,efalizumab,7,3531
L04AA22,abetimus,7,3532
L04AA23,natalizumab,7,3533
L04AA24,abatacept,7,3534
L04AA25,eculizumab,7,3535
L04AA26,belimumab,7,3536
L04AA27,fingolimod,7,3537
L04AA28,belatacept,7,3538
L04AA29,tofacitinib,7,3539
L04AA31,teriflunomide,7,3540
L04AA32,apremilast,7,3541
L04AB,tumor necrosis factor alpha tnf inhibitors,5,3548
L04AB01,etanercept,7,3543
L04AB02,infliximab,7,3544
L04AB03,afelimomab,7,3545
L04AB04,adalimumab,7,3546
L04AB05,certolizumab pegol,7,3547
L04AB06,golimumab,7,3548
L04AC,interleukin inhibitors,5,3559
L04AC01,daclizumab,7,3550
L04AC02,basiliximab,7,3551
L04AC03,anakinra,7,3552
L04AC04,rilonacept,7,3553
L04AC05,ustekinumab,7,3554
L04AC06,mepolizumab,7,3555
L04AC07,tocilizumab,7,3556
L04AC08,canakinumab,7,3557
L04AC09,briakinumab,7,3558
L04AC10,secukinumab,7,3559
L04AD,calcineurin inhibitors,5,3563
L04AD01,ciclosporin,7,3561
L04AD02,tacrolimus,7,3562
L04AD03,voclosporin,7,3563
L04AX,other immunosuppressants,5,3570
L04AX01,azathioprine,7,3565
L04AX02,thalidomide,7,3566
L04AX03,methotrexate,7,3567
L04AX04,lenalidomide,7,3568
L04AX05,pirfenidone,7,3569
L04AX06,pomalidomide,7,3570
M,musculoskeletal system,1,3832
M01,antiinflammatory and antirheumatic products,3,3678
M01A,antiinflammatory and antirheumatic products nonsteroids,4,3659
M01AA,butylpyrazolidines,5,3579
M01AA01,phenylbutazone,7,3575
M01AA02,mofebutazone,7,3576
M01AA03,oxyphenbutazone,7,3577
M01AA05,clofezone,7,3578
M01AA06,kebuzone,7,3579
M01AB,acetic acid derivatives and related substances,5,3599
M01AB01,indometacin,7,3581
M01AB02,sulindac,7,3582
M01AB03,tolmetin,7,3583
M01AB04,zomepirac,7,3584
M01AB05,diclofenac,7,3585
M01AB06,alclofenac,7,3586
M01AB07,bumadizone,7,3587
M01AB08,etodolac,7,3588
M01AB09,lonazolac,7,3589
M01AB10,fentiazac,7,3590
M01AB11,acemetacin,7,3591
M01AB12,difenpiramide,7,3592
M01AB13,oxametacin,7,3593
M01AB14,proglumetacin,7,3594
M01AB15,ketorolac,7,3595
M01AB16,aceclofenac,7,3596
M01AB17,bufexamac,7,3597
M01AB51,indometacin combinations,7,3598
M01AB55,diclofenac combinations,7,3599
M01AC,oxicams,5,3606
M01AC01,piroxicam,7,3601
M01AC02,tenoxicam,7,3602
M01AC04,droxicam,7,3603
M01AC05,lornoxicam,7,3604
M01AC06,meloxicam,7,3605
M01AC56,meloxicam combinations,7,3606
M01AE,propionic acid derivatives,5,3629
M01AE01,ibuprofen,7,3608
M01AE02,naproxen,7,3609
M01AE03,ketoprofen,7,3610
M01AE04,fenoprofen,7,3611
M01AE05,fenbufen,7,3612
M01AE06,benoxaprofen,7,3613
M01AE07,suprofen,7,3614
M01AE08,pirprofen,7,3615
M01AE09,flurbiprofen,7,3616
M01AE10,indoprofen,7,3617
M01AE11,tiaprofenic acid,7,3618
M01AE12,oxaprozin,7,3619
M01AE13,ibuproxam,7,3620
M01AE14,dexibuprofen,7,3621
M01AE15,flunoxaprofen,7,3622
M01AE16,alminoprofen,7,3623
M01AE17,dexketoprofen,7,3624
M01AE18,naproxcinod,7,3625
M01AE51,ibuprofen combinations,7,3626
M01AE52,naproxen and esomeprazole,7,3627
M01AE53,ketoprofen combinations,7,3628
M01AE56,naproxen and misoprostol,7,3629
M01AG,fenamates,5,3634
M01AG01,mefenamic acid,7,3631
M01AG02,tolfenamic acid,7,3632
M01AG03,flufenamic acid,7,3633
M01AG04,meclofenamic acid,7,3634
M01AH,coxibs,5,3641
M01AH01,celecoxib,7,3636
M01AH02,rofecoxib,7,3637
M01AH03,valdecoxib,7,3638
M01AH04,parecoxib,7,3639
M01AH05,etoricoxib,7,3640
M01AH06,lumiracoxib,7,3641
M01AX,other antiinflammatory and antirheumatic agents nonsteroids,5,3659
M01AX01,nabumetone,7,3643
M01AX02,niflumic acid,7,3644
M01AX04,azapropazone,7,3645
M01AX05,glucosamine,7,3646
M01AX07,benzydamine,7,3647
M01AX12,glucosaminoglycan polysulfate,7,3648
M01AX13,proquazone,7,3649
M01AX14,orgotein,7,3650
M01AX17,nimesulide,7,3651
M01AX18,feprazone,7,3652
M01AX21,diacerein,7,3653
M01AX22,morniflumate,7,3654
M01AX23,tenidap,7,3655
M01AX24,oxaceprol,7,3656
M01AX25,chondroitin sulfate,7,3657
M01AX26,avocado and soyabean oil unsaponifiables,7,3658
M01AX68,feprazone combinations,7,3659
M01B,antiinflammatoryantirheumatic agents in combination,4,3665
M01BA,antiinflammatoryantirheumatic agents in combination with corticosteroids,5,3664
M01BA01,phenylbutazone and corticosteroids,7,3662
M01BA02,dipyrocetyl and corticosteroids,7,3663
M01BA03,acetylsalicylic acid and corticosteroids,7,3664
M01BX,other antiinflammatoryantirheumatic agents in combination with other drugs,5,3665
M01C,specific antirheumatic agents,4,3678
M01CA,quinolines,5,3668
M01CA03,oxycinchophen,7,3668
M01CB,gold preparations,5,3674
M01CB01,sodium aurothiomalate,7,3670
M01CB02,sodium aurotiosulfate,7,3671
M01CB03,auranofin,7,3672
M01CB04,aurothioglucose,7,3673
M01CB05,aurotioprol,7,3674
M01CC,penicillamine and similar agents,5,3677
M01CC01,penicillamine,7,3676
M01CC02,bucillamine,7,3677
M01CX,other specific antirheumatic agents,5,3678
M02,topical products for joint and muscular pain,3,3716
M02A,topical products for joint and muscular pain,4,3716
M02AA,antiinflammatory preparations nonsteroids for topical use,5,3706
M02AA01,phenylbutazone,7,3682
M02AA02,mofebutazone,7,3683
M02AA03,clofezone,7,3684
M02AA04,oxyphenbutazone,7,3685
M02AA05,benzydamine,7,3686
M02AA06,etofenamate,7,3687
M02AA07,piroxicam,7,3688
